,Date,Description,Location,Reference,Link,SourceID,Ref2,Ref3,Country,City,Original_Location,ApproximateLatLons
3311,12/28/1988,"At 7:45 pm almost all the inhabitants saw a large UFO. They all saw the same thing: a gigantic UFO and the disappearance of two USAF fighters after their encounter with the object. On its front it had an elongated appendage with flashing lights. At its rear it was curved, the whole of gray metallic structure, with a large yellow protuberant light in the center. In the right corner it had yellow lights and on the left red lights. Two fighters were trying to intercept it, passing in front of the UFO which at the same time made a left turn, making a U-turn and slowing down. It stopped, so to speak, in the air. A fighter positioned itself to its right, another to its left. Suddenly, the fighter on the left disappeared into or on the object and was never seen again. The object then suddenly turned right and the second fighter disappeared in the same way, the sound of its engine stopped. The UFO then descended very close to the ground above an expanse of water called Saman Lake. It stayed there motionless for a short moment, straightened its ""corners"", sent a huge yellow flash from its central lamp, and split into two triangular sections that moved away at great speed, one to the southeast, the other to the northwest. During its division the witnesses saw red sparks. Around 8:20 pm helicopters with all lights off flew over the Sierra Bermeja and the Cartagena Lagoon until midnight. When questioned, government and military services claimed to know nothing of these incidents.","PORTO RICO, Sierra Bermeja",Bob PRATT - USA,"[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_3311,,,PORTO RICO,SIERRA BERMEJA,"PORTO RICO, Sierra Bermeja",
3312,01/01/1988,"A man reported that he was twice in contact with extraterrestrials, through an implant he had in his ear. During the investigation he reported having two experiences of ""astral projection"", during which he was taken aboard a saucer. (1988 (??))","Australia, Adelaide",Keith Baskerfield - Australian Abduction Cases - 1989,"[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_3312,,,AUSTRALIA,ADELAIDE,"Australia, Adelaide","(-25.2744, 133.7751)"
3313,01/01/1988,"""Jan"", a married woman, had a very vivid experience one night, so much so that she thinks it was not a dream. She found herself in a completely white space with three entities. They measured about 210 cm and were wearing robes. She had no fear because the entities gave her a pleasant sensation (note from vog: which one???) She was talking to them. When she woke up in the morning she had a very vivid memory of the night's events, except for the content of the conversation. Since this event her personality has changed: she suffers from sleep paralysis and other unusual activities.","AUSTRALIA, Adelaide",UFORA91037. Keith Basterfield,"[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_3313,,,AUSTRALIA,ADELAIDE,"AUSTRALIA, Adelaide","(-25.2744, 133.7751)"
3314,01/01/1988,"For a number of years a woman experienced interactive experiences with extraterrestrials, all of which took place in her bedroom at the time between waking and sleeping. In some episodes this also included sexual experiences.","Australia, Mid North South Australia",UFORA91038. Keith Basterfield,"[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_3314,,,AUSTRALIA,MID NORTH SOUTH AUSTRALIA,"Australia, Mid North South Australia","(-25.2744, 133.7751)"
3315,01/01/1989,"First half of January. At around 8:30 pm, a mother and her son suddenly saw through the living room window a bright ball. It disappeared and suddenly came back after 5 minutes. The son ran to the kitchen to get a better view and at his cries the mother joined him. There was an object, as big as an airplane, with several lights, which silently moved towards the house. The witnesses were in panic and thought the object was going to hit the house. They had no idea how the thing disappeared. They saw the object from 10 meters away, with a width of 7 meters, with two big lights, two smaller ones, some kind of windows, and a lot of details that were hard to define. The bottom was described by the mother as ""full of folds and edges, like a walnut"". Duration of the observation: 1 minute. (1989, Early January)","Norway, Sande",Menz Kaarbo - Ufo Norway News,"[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_3315,,,NORWAY,SANDE,"Norway, Sande",
3316,01/18/1989,"Mufon, Case 1309, # 890603. Duration: 2 hours. Investigator: Dick Seifreid. At 3:57 am a man was woken up by his dog's barking. Looking outside, he saw three oval discs above the trees bordering his property, less than 100 m away. He woke up his wife and two teenage children. The whole family watched for two hours as the objects hovered slowly over the neighboring farms, before landing. (???) They emitted bright colored lights (amber, red, green, blue and white) that covered their own surface like a bubble of light. At one point, the father and son left in a car to pursue them. Two of the objects came back and hovered over a field before rejoining the third, which was already further away.","USA, Somerville (Ohio)","Note: the family made a second observation early in the morning of January 27, 1989","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_3316,,,USA,SOMERVILLE (OHIO),"USA, Somerville (Ohio)","(37.0902, -95.7129)"
3317,01/21/1989,"Mufon, Case 1336, #9008222, Time: 10:58 PM; Investigator Fran Ridge. Four women in a car accompanied by a teenager, saw a large amber light at the back of their car. They stopped for a moment, then drove off. The object, the size of a house, passed overhead, seeming slightly tilted on its side, so that no distinct shape was observed. What they took to be the ventral part had nine bright white lights arranged in an ""X"" shape. Several photos were taken, and as the object seemed to be about 80 m away, the film only showed small lights arranged in a circle.","USA, near Corydon (Indiana)","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",,Overmeire_3317,,,USA,NEAR CORYDON (INDIANA),"USA, near Corydon (Indiana)","(37.0902, -95.7129)"
3318,01/23/1989,"Synnove Isaksen in a car with her children Linda (12 years) and Jan (9 years) around 8 pm suddenly saw a large bright star approach and become a ball the size of a child's balloon. It made a half turn to follow a direction parallel to the car for about 3 km before disappearing behind the trees. A little further on, having passed the Andebu power station, they saw something fall from the sky. Isaksen stopped the car and they then saw, at 500 m distance and 30 m altitude, an angular mass silently of about ten meters in wingspan. This thing was seen on the ventral side which bore a large white light in the center, surrounded by several smaller red, green and yellow ones. They were strong but did not light up. This phase of the observation lasted about 2 minutes, when suddenly the thing rose at great speed and disappeared, still in silence. About 500 m further on their route, the sphere reappeared and again accompanied the car for 3 km. It was just above the trees. Once they arrived home, the witness wanted to film this sphere with the camera, but it disappeared at great speed.","Norway, Andebu",Menz Kaarbo - Ufo Norway News,"[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_3318,,,NORWAY,ANDEBU,"Norway, Andebu",
3319,01/30/1989,"At dawn a fishing boat had just rounded Shawong Point when the captain observed a strange light on the water, which seemed to come from an even stranger craft in the sky. It was like a searchlight and the captain set a course for this light. But the radar stopped working and the captain, fearful, turned off all the lights and stopped the engine. The beam seemed to have a square shape and was about 1500 m away. It began to move towards the boat, dancing on the water. The craft emitting it was itself a kind of triangular or diamond-shaped light about 45 m long. There was only a faint humming sound. Then the object rotated and sped away to the west. Once this thing was gone, the boat's radar worked normally again. (January 30, 1989)","USA, Long Island (New York)",Bob PRATT - USA,"[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_3319,,,USA,LONG ISLAND (NEW YORK),"USA, Long Island (New York)","(37.0902, -95.7129)"
3320,02/11/1989,"The small town in the northeast corner of Alabama became the site of UFO sightings. On February 11th the police received at least fifty calls and the next day more than two thousand. The first witness to see the strange lights for nearly an hour was Donna Saylor. She called the police saying the object looked like a banana and was at the top of the trees. It hovered at a fairly wide angle (15° to 195°) with intense lights at the top and bottom and a very large light in the center. The banana-shaped curve was outlined in green light. Police Chief Junior Garmany and another policeman drove to the other sighting locations on Route 43. They got out of the vehicle when they saw a UFO coming in their direction. The object passed over them. It was large, wide and apparently triangular in shape. They heard no sound coming from the craft. (1989, February 11th and 12th)","USA, Fyffe (Alabama)",Ron Bonds - UFONET II - 15.2.1989,"[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_3320,,,USA,FYFFE (ALABAMA),"USA, Fyffe (Alabama)","(37.0902, -95.7129)"
3321,02/01/1989,"It was a Sunday afternoon. I was looking out the kitchen window, which overlooks the garden, and above the garden of a neighbor two houses away (to the west) I saw a black box, the size of a microwave oven, with something sticking out of it, like a stick. This box seemed to be making hops very close to the ground, at such a speed that I couldn't see any details, while going from left to right over a distance of three to four meters. After 30 seconds it began to rise, moving away. The higher it got, the less it seemed to be swaying. Half a minute later, I lost sight of it in the sky. I have no idea what it was. (February 1989)","USA, somewhere in Ohio","No. 169; 1997 MidOhio Research Associates, Inc","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_3321,,,USA,SOMEWHERE IN OHIO,"USA, somewhere in Ohio","(37.0902, -95.7129)"
3322,03/01/1989,"A 45-year-old teacher was heading to the bank at around 2 pm in the Brederodestraat (south, but right in the city center) and had to pick up her son from daycare on the same route (note from vog: cfr Tin Vankerkom: her daughter at the nursery school). For some unknown reason, she left in a hurry, without her jacket even though it was cold, and took a shortcut behind the Museum of Fine Arts. There, she saw a UFO above the museum, which flew towards her three times, emitting a blue light and a certain warmth, which filled the witness with a kind of happiness. Suddenly, she found herself on board. She was forced to undress and lie down on a gynecological table, where small beings 1.2 m tall examined her. The leader presented himself, and the witness called him ""Blue"". With him, she made a journey through the universe, she saw an image of America cut into two parts, across the continent. She was taken to a sacred being whose age she estimated to be around 300 years. He lay in a coffin, but while she watched, he became younger. Later, she found herself back in town, about a hundred meters from the place where she was abducted: the abduction had lasted, because now the bank was closed. (Note from vog: Tin Vankerkom's investigation says it was 3:45 pm... banks don't close that early in Antwerp, do they?) She felt unhappy, her eyes were inflamed and tearful, and later her hair became fragile and brittle. She also had gynecological problems. At the time, she remembered nothing. It was only in 1993 that her memory gradually returned to her. [See next case, same witness, the next morning.] (1989, March?)","Belgium, Antwerpen","cfr Bulletin du GESAG N° 95 of June 1997 cfr investigations of Tin Vankerkom, Julien Weverbergh and others","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_3322,,,BELGIUM,ANTWERPEN,"Belgium, Antwerpen",
3323,03/01/1989,"(cf: see previous case) Woken up by the brightness of the day and a warm temperature for the time of year, it must have been between 5 and 6 o'clock (note from vog: so it certainly wasn't in March..., especially if daylight savings time is in effect, it's not that bright at 6 in the morning). Looking out the window she noticed that the floor of the building was bathed in a brightness similar to that of an afternoon. Examining the sky, she saw the saucer from the night before, but it was bigger. The witness again felt the heat and noticed the silence that had descended around her. The disc was approaching the ground, behind the house. Surrounded by buildings there was a long garden, a garage and a small shed. Modifying its size according to the available space, the disc approached the garage and stopped for a short moment at 50 or 60 cm from the roof, three small landing feet came out and the craft landed. The witness had plenty of time to make out the details: three series of three portholes, a landing gear that appeared and disappeared successively. In the blink of an eye the disc rose vertically, the air under it heated up and took on a white color with orange and blue tints. The phenomenon shrank with the distance and then appeared as three points: white, blue and yellow, arranged in a triangle. In one way or another the witness was back in bed to get up at the normal time and then mention to her husband that she had seen a UFO (note from vog: in a dream?) Later the witness claimed that there were burn marks on the roof of the garage and said that the owner had the bitumen covering replaced.... which the owner firmly denied: he did not make any repairs to the garage at that time! (1989, March?)","Belgium, Antwerp","cf GESAG Bulletin No. 95 of June 1997 cf investigations by Tin Vankerkom, Julien Weverbergh and others","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_3323,,,BELGIUM,ANTWERP,"Belgium, Antwerp",
3324,04/24/1989,"At around 11:00 PM A.D. Golowackaja and her daughter saw a golden flame in the sky that became crimson and a silver object preceding the light became visible. It was rectangular, about 12 m long. The UFO emitted a powerful beam that enveloped the witness: she saw 4 creatures on board the craft. They were tall humanoids wearing space suits. Two of them headed towards the back of the craft, shortly after the other two did the same. Panicked, the witness went back into the house.","USSR, Charowsk","Inforespace n° 78, p. 32","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_3324,,,USSR,CHAROWSK,"USSR, Charowsk",
3325,04/30/1989,"At Shikmona Beach at 2:30 AM on a warm Sunday morning, two teenagers, Ida Biderman and Alon Eilat, were looking for a quiet place to make love. Suddenly, a huge luminous object, described as a pillar of fire, silently descended from the sky, onto the sand, nearby. They watched it descend for 6 seconds, estimating its size to be 20 meters high and six meters wide. The object burned in vertical flames 15 meters long. They headed towards the crash site, but only made it ten meters, as the heat was scorching. The flames died out after ten minutes and there were elliptical things of an indeterminable material that kept burning. They tried to put out the fire by throwing sand on the things, but this caused the flames to flare up again. Soon after, a police car arrived, with the seer Hadassah Arbel on board. She reported that everything was vitrified, sand, stones..(...) [vog: how strange, why doesn't the police currently call on this seer in the tragic events in Israel and Palestine from 2000 to 2002?] (1989, late April)","Israel, Haifa","""The Return of the Angels"" - UFOs in Israel, Past, Present - Barry Chamish","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_3325,,,ISRAEL,HAIFA,"Israel, Haifa",
3326,05/07/1989,A fighter plane fired a laser cannon at a UFO above the Kalahari Desert. It was shot down and left a crater 150 m in diameter and 12 m deep in the sand. Two injured extraterrestrials were extracted and transferred to the American base at Wright Patterson,"South Africa, Kalahari","IMPORTANT NOTE: IN REALITY: from the complete file I copied, it turns out that this case is a famous HOAX... put together by a certain Van Greunen, who repeated it with a landing-crash of a saucer see 1995, September 15 in Leribe, Lesotho according to Cynthia Hind. The author CROLARD does not seem to verify the sources, he is for example still in 1995 one of the few to cite the ""disks"" of Ulan Batar, another smokey hoax..","Jean-Francis CROLARD: ""L'énigme des E.T."" - ed. Guy Trédaniel 1995, p. 112",Overmeire_3326,"[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",,SOUTH AFRICA,KALAHARI,"South Africa, Kalahari",
3327,05/13/1989,"Around midnight, Tom Arne Kristensen was riding his motorbike back home. Suddenly behind him, a very bright light appeared, like that of dozens of headlights lighting up next to each other in a long-range road code. This light came very close to him, then moved away: everything was lit up behind Kristensen, but nothing in front of him. When he reached the top of the Gullibrekka hill, he saw the light below, which suddenly disappeared. Shortly after arriving at Risegardene, the light suddenly appeared again, coming from nowhere. It disappeared when a vehicle came in the opposite direction. Very worried, Kristensen pushed the motorbike to the limit and returned home around 12:30, in a state of shock. Normally, this journey takes him 15 minutes: that night, even though he did everything to get back as quickly as possible, it took him half an hour on this route. (May 13, 1989)","Norway, Kodal",Menz Kaarbo - Ufo-Norway News,"[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_3327,,,NORWAY,KODAL,"Norway, Kodal",
3328,06/04/1989,"At dusk, Viera Prokofievna and Alexandra Stiepanova with her 6-year-old daughter were heading to the city park. They approached the bank of the Dniepr when they saw three people in silver suits. Their faces were pale and identical like twins, their hair long and blond-red. They had a conversation with these ""tourists"" who told them they were from a distant planet and that every day they brought one man and one woman from Earth with them. They showed their ship which had the shape of a silver barrel with a rotating antenna on top. The witnesses did not want to accompany them and the ""tourists"" replied that they would take someone else. They went back into the barrel which took off.","USSR, Kiev","Inforespace n° 78, p. 31,32","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_3328,,,USSR,KIEV,"USSR, Kiev",
3329,06/06/1989,"Schoolchildren observed a star in the sky which quickly became a large ball that came over the pastures, headed towards the river and landed. The children were about 500 m away from the scene. The ball split into two parts and in the meadow a humanoid appeared: it had long arms, but no head. The UFO vanished and the being headed towards the village. The being approached a woman with a red scarf on her head and both of them suddenly disappeared. A few minutes later they saw the woman leaving the meadow running. (Inforespace n° 78, p. 33,34) The children observed a luminous spot in the sky. When it descended they clearly noticed that it was a sphere. The sphere landed in a meadow. Observed from a quarter of a mile away, the children saw an occupant next to the craft. The creature, according to what they said, had long arms that went down to its knees.","USSR, Konancewo","""Ufo's: a Century of Sightings"" by Michael David HALL, Galde Press Inc. 1999, p. 330","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_3329,,,USSR,KONANCEWO,"USSR, Konancewo",
3330,06/26/1989,"A panic swept through the town caused by a creature wandering the streets. It moved strangely as if it was floating and emitted strange sounds. The being left a silver trace on the ground that gradually disappeared. When the being approached people, they were either paralyzed or felt heat. It had some kind of aura around it. A motorist was unable to brake in time and stopped only 15 m after the impact site: he and the car were covered in a silver substance that gradually disappeared, meanwhile the being moved, without moving its legs, towards a bridge where it disappeared.","USSR, Lesozavodsk","Inforespace n° 78, p. 34","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_3330,,,USSR,LESOZAVODSK,"USSR, Lesozavodsk",
3331,06/28/1989,"20:50, two witnesses. (...) very low, about 100 m from the ground, a curious object made of a rusty-looking, brown sphere passed quickly. Four vertical appendages made the whole thing look like the first Sputnik. It seemed that the object was slowly rotating counter-clockwise. It moved in total silence, at a constant and fast speed, maintaining the same altitude. Distance from the witness: about 200 m.","Belgium, Bernissart","VOB 2 - SOBEPS 1994, p. 209","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_3331,,,BELGIUM,BERNISSART,"Belgium, Bernissart",
3332,07/01/1989,"Between 11:45 PM and midnight, two people were stopped in their car at a rest area called ""La Combe Fusil"" and were listening to the radio. As a loud buzzing, similar to a tractor sound but deeper and without resonance, came from the north. They then saw two lights connected by a kind of bar appear. The spheres of light were about 2m in diameter and the rectangular bar was 150 cm long. The light did not radiate more than a meter in front of its source and did not illuminate anything. They had the impression that this phenomenon was skimming the ground, close to the road, but was actually flying 15 m above the ground and advancing at the speed of a walker. The phenomenon disappeared on a constant trajectory towards the south, hidden by a hill. Duration of the observation: 2 minutes. (1989, Early July)","France, between Vaugneray and Yzeron (Lyon)","Phénoména -SOS OVNI, Nov-Dec 1995, pp. 7-9","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_3332,,,FRANCE,BETWEEN VAUGNERAY AND YZERON (LYON),"France, between Vaugneray and Yzeron (Lyon)","(46.2276, 2.2137)"
3333,07/16/1989,"Enormous, black, headless creatures, moving like motorbikes, were observed by people from a farm. Children from a holiday camp had an unusual encounter with humanoid beings with glowing eyes. One of the beings had an offensive reaction, using a weapon that set the grass on fire.","USSR, Perm","Inforespace No. 78, p. 38","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_3333,,,USSR,PERM,"USSR, Perm",
3334,07/18/1989,"Mufon, Case 1315, No. 890803 - Investigators: Carol and Rex Salisberry. Due to the rain, a couple stayed inside their home. They received a strange phone call (psychic ability?) saying they could look outside to see UFOs. When they went outside, the sky was clear. Shortly after, they observed an oval light passing slowly in the distance. Ten minutes later, they had to go back inside due to a violent storm in the area. (Note: the woman would later experience an intrusion by an undefined being in the bedroom. She would experience many experiences, alone or with a triangular object, related to the observations of Fyffe...) (...) There were many observations throughout Alabama to Colorado: (..) IN REALITY: it was the second stage of a Soviet missile which was then observed in South Carolina, and whose trajectory was supposed to take it to fall into the ocean a hundred miles from Georgia. Expert Marsha White explained to the viewers that, in principle, anything launched should either come back to Earth or move away, but that generally, things fell back... over time.","USA, Dutton (Alabama)","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",,Overmeire_3334,,,USA,DUTTON (ALABAMA),"USA, Dutton (Alabama)","(37.0902, -95.7129)"
3335,07/25/1989,"The painter Malachev was set up in front of his easel in the middle of a field. He had the impression that someone was tapping his shoulder, he turned around and found himself facing a flying saucer in front of which two men and a woman were standing. They telepathically offered him to follow them and he got into a craft that took off. He claims to have seen a planet with three moons, a face on board the saucer looking at him through a huge screen and even a recently deceased friend. Then the humanoids brought him back to Earth and dematerialized. Landing traces were found in the field. Examined by psychiatrists, Malachev was found to be perfectly normal. The adventure would have lasted 40 minutes. (July 25, 1989)","USSR, Solechnogorsk (70 km from Moscow)","Jean-Francis CROLARD: ""The Enigma of the E.T."" - ed. Guy Trédaniel 1995, p. 80, 81","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_3335,,,USSR,SOLECHNOGORSK (70 KM FROM MOSCOW),"USSR, Solechnogorsk (70 km from Moscow)",
3336,07/28/1989,"Various military witnesses for the observation between 10:12 PM on July 28th until 1:30 AM on the 29th reporting unidentified objects. The testimonies come from military personnel sometimes 45 km away. The three objects were seen at distances ranging from 3 to 5 km up to 300 meters. The objects were shaped like discs 4 to 5 meters in diameter with a luminous hemisphere on the top. The objects flew silently, descended, ascended, hovered, coming to hover over a terrain at only 20 to 60 meters from the ground. The weather conditions were excellent for good visibility. The commander (name censored) of the military unit (name censored) of the BVS polygon, (city of Akhtubinsk) conducted the investigation. (The care of CISU, Milan section, which received photocopies of the Russian declarations)<br/><br/> A multiple witness case in a Russian missile base (July 28th-29th 1989) At the head of the UFO reports declassified by the KGB in 1991, is a file relating to an army missile base near Kapustin Yar, in the Astrakhan region, which is mentioned in the work of Marie Galbraith (see chapter 9.1). The English-speaking public became aware of it through the Moscow magazine AURA-Z in March 1993. Military personnel belonging to two centers of the base made handwritten statements about their visual observations, made under good visibility conditions. The incomplete file does not deal with any possible radar detections. It begins with a brief summary of the case, written by an anonymous KGB officer, followed by the report of seven handwritten testimonies (...) In a report, consistent with that of his superior, the soldier Tichaev insisted on the absence of noise caused by the object, even at short distance, which prevented it from being confused with a helicopter. The two witnesses, joined after a while by the guard team, had witnessed the object's maneuvers over the center and its surroundings for two hours. (1989, night of July 28th to 29th)","USSR, Kapustin Yar (Astrakhan)","COMETA report, 1999","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_3336,,,USSR,KAPUSTIN YAR (ASTRAKHAN),"USSR, Kapustin Yar (Astrakhan)",
3337,07/30/1989,"The journalist Moukhourtov claims to have encountered extraterrestrials in the mountains of the Ural near Perm. The beings were luminous and of great size. The witness would have had a telepathic conversation with the humanoids who told him they came from the planet ""RED STAR""!!","USSR, Perm","Reuter, October 1989","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_3337,,,USSR,PERM,"USSR, Perm",
3338,07/01/1989,"At around 3pm, Aristides Medina was sailing along the mangroves when he first thought he saw a group of children: ""Their size varied between 90 cm and 1.10 m, like that of 5 or 6 year old children. I got closer to get a better look. They all looked alike. They were slender, of the same build, and wearing very tight, silver-gray suits. These clothes seemed to be fluorescent - they had a kind of inner luminescence. Two of these creatures were standing there in front of me, staring at me, and the others were half-hidden by the mangroves. Their heads were bigger than ours, but not much, and a bit more elongated, egg-shaped - and without a single hair! These things were pale!...with grayish reflections on their skin. Their eyes were extremely almond-shaped and pitch black, and their nose was rather small; the mouth was practically nonexistent. When I tried to approach them, they ran away at full speed and disappeared into a valley of the Sierra Bermeja. Since then, I have seen them two more times..."". (July 1989)","USA, Pitahaya (Puerto Rico)","Timothy GOOD: ""E.T. Connection"" 1993 Trad. Presses de la Cité 1994 p. 248-249","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_3338,,,USA,PITAHAYA (PUERTO RICO),"USA, Pitahaya (Puerto Rico)","(37.0902, -95.7129)"
3339,08/02/1989,"Mufon, UFO1303 File, #890405) Time: 03:40. Duration 12 minutes. Investigator: Charles Flannigan. Awoken by his dogs barking outside, a man discovered a small object descending onto a nearby plot. The object resembled two connected discs, the bottom one larger than the top one, with a total width of less than one meter. At the top part a white light shone, numerous other small lights blinked red to orange and two were green. When the man went out, intending to take this small thing and bring it into his house, the object departed in a flash of light.","USA, Gulf Breeze, Florida","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",,Overmeire_3339,,,USA,"GULF BREEZE, FLORIDA","USA, Gulf Breeze, Florida","(37.0902, -95.7129)"
3340,09/09/1989,"At 9pm (WST), the driver and other members of the Kalgoorlie railways saw a UFO the size of a fighter plane come over the train. This UFO emitted a very dense white smoke from the back so that the passengers could not see anything in the express train for several minutes. The Traffic Information Management System (TIMS) reports that similar incidents occurred affecting three other trains during the same evening and that the reports were received at the Port Augusta Rail Control Centre. This happened within a radius of 600 km. The driver of the Transline, Lou Beccarelli, said: ""In my 25 years of service I have never seen anything like it. I was the first to see the thing, 14 km east of Zanthus, it was a light in the shape of a pencil, standing vertically in the sky. In the 20 seconds it was above the machine at a phenomenal speed. The thing was surrounded by six white lights, each emitting white smoke. Despite its colossal size, it was completely silent (note from vog: and the train? also to affirm such a thing?) To Greg Bourne, I put the train on the sidetrack and stopped it. The guard also saw the UFO, as well as the co-driver; But as soon as I stopped the train, the object disappeared, in a kind of light mist that remained hovering along the tracks to Zanthus."" The other reports come from Hesso, Watson and Manguri - all hundreds of kilometres away. The passengers and crew of the trains all describe large objects with white lights and emitting a very dense white smoke. (1989, 9 September)","Australia, Zanthus",OZTRAIN.AUS,"[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_3340,,,AUSTRALIA,ZANTHUS,"Australia, Zanthus","(-25.2744, 133.7751)"
